url,name,price,rating,number_of_reviews,asin,manufacturer,product_description,description
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzI0MzQwOTU0NzUzNDEwOjE2OTAwNTUyODg6c3BfYnRmOjIwMTY3MTQ5NTIzODk4OjowOjo&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R58K6QX%2Fref%3Dsr_1_166_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055288%26sprefix%3Dba%252Caps%252C283%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"EUME Virgo 29 Liter, 2 Compartment Office and College Bags, Polyester Casual Daypacks, Laptop Backpacks, Navy Blue Color",₹999,4.1,178,No ASIN,No manufacturer,No product description,"The Eume 29L Virgo Bag has enough space with 3 large compartments, 2 easy-access pockets in Front, and 2 side pockets for a water bottle.
The backpack comes with a dedicated tech-safe compartment that can store laptops up to 15.6 inches and enough space to carry for a day's trip.
It's water-resistant, good quality zipper, Light Weight and it has padded adjustable shoulder straps for maximum comfort to make your travel journey happier.
Dimensions of Backpack: 12 x 8 x 17.75 inches; Bag Weight: 685 grams; Capacity: 29 liters; Fabric: Polyester
The Eume Virgo Backpack comes with a 1-year warranty against manufacturing defects.
› See more product details"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY0MTU4MjY0MTAzMDc1OjE2OTAwNTUyOTM6c3BfYXRmX25leHQ6MzAwMDE0OTE2NzI4NzMyOjowOjo&url=%2FHP-Backpack-Ergonomic-Multi-Handle-Shoulder%2Fdp%2FB0BC723HTF%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,HP Creator 16.1- inch Laptop Backpack/Ergonomic; Multi-Handle; Padded; Shoulder Strap/Lockable Zippers; RFID Pocket; Padded Laptop Pocket,"₹3,599",No rating,No reviews,No ASIN,No manufacturer,No product description,"Everything in it's Place: Protect all your devices, accessories, and projects in their very own spot. Customize the main compartment into all shapes and sizes to fit your equipment with removable padded dividers. With the built-in water-resistant cover[1], you can move fluidly through the world and be up and ready to go whenever inspiration strikes, rain or shine.
Your Ideas Are Going Places: Lightweight construction and heavy duty, yet comfy, travel straps keep you comfortable wherever you are. Extra waist and sternum straps keep the weight distributed comfortably. The quick access compartment for laptops up to 16.1-inches is great for packing up fast or unpacking even faster. Now that's travel ready.
Inspiration: Secured:Get back to making cool things, your other stuff is safe in here. You've got a RFID-blocking pocket to keep your data safe from digital pickpockets and anti-theft zippers, securable with a small D-ring. Now that's some futuristic backpack stuff right there.
Looks Good. Does Good.: Carrying your studio wherever you go has never felt lighter with a backpack that contains 100% recycled plastic in the external material. Now you can create cool stuff on the go knowing that there's 13 less plastic bottles out there
› See more product details"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY0MTU4MjY0MTAzMDc1OjE2OTAwNTUyOTM6c3BfYXRmX25leHQ6MjAwNjU1MzM2ODQ2OTg6OjA6Og&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,700",4.0,248, B0B81YTTWS, Acefour Accessories Pvt. Ltd.,No product description,"Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material, Wrinkle free bag and 3x more water resistant with Rainproof zippers"
https://www.amazon.in/American-Tourister-40X-09-009/dp/B00FRCNTUO/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-163,American Tourister X-Bag Nylon 65 Cms Travel Duffle Bag (Black),"₹2,099",4.3,393, B00FRCNTUO, American Tourister,"Made from tough and durable, yet lightweight, Cuzy nylon material, the entire range of duffel bags is available to buy online. With a spacious main section and complementary side and front pockets, the duffel bags are designed to pack in all your necessary travel gear. Designed for unisex use. Given the range of our consumer’s unique needs, some of our designs also come equipped with adjustable straps to sling the duffel bag across the shoulders, as an added advantage to the adventurous consumer who may take the bag on a trek or road-trip. Available in varying sizes when you shop online, our duffel bags will be the perfect travel companion no matter where you go. Irrespective of your needs, you will find your perfect solution when you shop online from our duffel bag collection.","Outer Material: Nylon, Color: Black
Capacity: 83 Litres; Dimension: 65cm x 30cmx 33cm (L x W x H)"
https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-164,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"₹1,451",4.2,"3,875",No ASIN,No manufacturer,No product description,"Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap<br> <br>
Age Range Description: Adult; Style Name: Country; Pattern Name: Solid; Strap Type: Cross-Body; Closure Type: Zipper; Pocket Description: Utility Pocket <br>
› See more product details"
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-165,ADISA Women's Girls Party Sling Bag Crossbody,₹378,4.0,569, B0B2WBJ2H8, ADISA,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use.","Outer Material: PU / Synthetic Leather
Closure: Magnetic
Pockets: 1, Compartments: 1
Height Adjustable Sling belt
Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches"
https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-166,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹225-,3.7,"3,161", B07QD1M3R9, Rushi Enterprise,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.

A small bag is ideal for small kids as they can be able to use this bag for
School
Outdoors
Travelling Bag
Carry Bag
Picnic Bag

Children organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,

Snacks
Toys
Lunchbox
Fruits
Small books
Pencil box
Stationery items

Age Group
Suitable for 2 to 5 Years Kids

Gift this soft, smooth bag/ backpack to your loved one..","Non-toxic and soft fabric made from safe materials to be used by kids and Washable
Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag
Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one
color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L"
https://www.amazon.in/SHAMRIZ-Sling-Adjustable-handbag-bag/dp/B0BH141C7H/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-167,SHAMRIZ Women Sling Bag With Adjustable strap | handbag | purse |Side Sling bag | Tassel Sling Bag,₹341,3.8,"3,187", B0BH141C7H, SHAMRIZ,No product description,"MATERIAL: High Quality PU Synthetic Leather
DIMENSIONS: Long: 22 cm x Width: 8 cm x Height: 20 cm with strap Height: 48 cm.
STRAP TYPE: Non Detachable Adjustable Sling Strap.Compartment :This Sling bag has 2 main compartment with zip closure.
Occasions Party Wear, Casual, Business, Ethnic.It has enough space to accommodate your important belongings. Example keys, phones, wallet etc.
FEATURES AND QUALITY: Bags are made with Highest Quality PU Fabric which is Durable, Long Lasting and tested to ensure they don't peel off. Inner fabric lining ensured to have a soft touch feel. Premium Quality, Designer Handbags, Party Wear, Casual, Business, Ethnic. It is designed with standard pattern with highest quality material to deliver a great woman look hand and sling bag. It has a stylish design with a luxury appearance designed promising modern trends."
https://www.amazon.in/Half-Moon-Resistant-Laptop-Backpack/dp/B09842K4RQ/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-168,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹699,3.9,337, B09842K4RQ, AB Amazing Bags,No product description,"SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort
COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.
SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm
ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.
OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover , Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Strong and Durable Zippers, Reflector Logo."
https://www.amazon.in/Storite-Army-Print-Sling-GreenGrey/dp/B09KNMWWPH/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-169,"Storite Small Size Army Print Padded Nylon Cross Body Sling bag Office Travel One Side Bag for Men Women (25x19x7cm, GreenGrey)",₹395,4.1,478, B09KNMWWPH, SaiTech IT Private Limited,No product description,"Messenger Sling Bag for Men Dimensions – Length (Horizontal distance) - 19 cm, Height – 25 cm, Width - 7 cm. small capacity but perfectly fits up to 10"" Tablet
Material: Made of Nylon Polyester Material with zipper. sling bags provide style and maximize comfort without sacrificing quality.
Structure: A total of 1 main Zipper Pocket, 1 pocket front side and 1 pocket back side for other accessories, adjustable shoulder strap.
IDEAL APPLICATION: Use this Sling bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use
Disclaimer: The product in image may appear bigger or smaller than the real product. To analyse the size accurately, kindly read the dimension and check with any scale available to you before placing order."
https://www.amazon.in/Spacious-Foldable-Weekender-Conveniently-Waterproof/dp/B0BTTH69S9/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-170,Wolpin Travel Bags for Luggage Spacious with Pockets Foldable Weekender Zipper Duffle Bag for Travel Stylish Handbag Conveniently Carry on Trolley Bag Waterproof (44 x 18 x 35 cm),₹389,4.2,29, B0BTTH69S9, WOLTOP INDIA PVT LTD,"Wolpin Travel Bags for Luggage Spacious with Pockets Foldable Weekender Duffle Bag for Travel Stylish Handbag Conveniently Carry on Trolley Bag Waterproof (44 x 18 x 35 cm) Easy passport/ticket access: The bag features a dedicated pocket for your passport and tickets, making it easy to access these important items.","Large Capacity, Portable & Lightweight: Convenient to carry on luggage trolley bags. Wolpin travel duffle bag has multiple pockets. Easily access your documents like passport, flight tickets, invoice or ID cards. Keep it handy! This foldable travel trolley bag can be easily placed on top of your luggage trolley handle, making it easy to carry.
Material & Size: Canvas, 44 x 18 x 35 cm
Waterproof & Foldable: Made from high-quality materials, this travel trolley bag is built to last and withstand daily use.
Multiple compartments: The bag features multiple compartments, making it easy to organize and access your belongings. The bag is lightweight and features comfortable handles, making it easy to carry for extended periods of time.
Space-saving design: The foldable design allows you to easily store the bag when not in use, saving valuable space in your luggage."
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY0MTU4MjY0MTAzMDc1OjE2OTAwNTUyOTM6c3BfbXRmOjMwMDAxOTU1MTUzMzgzMjo6MDo6&url=%2FCarbonado-Backpack-Compatible-Carrying-Accessories%2Fdp%2FB0BJYDK3C5%2Fref%3Dsr_1_171_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Carbonado Gaming Backpack | For 17.3 inch Laptop Compatible for Carrying Gaming Laptop and Gaming Accessories | Unisex,"₹3,490",4.4,96, B0BJYDK3C5, Bplugd IOT Pvt Ltd,No product description,"Unique Hardshell Front Panel for Added Protection. Adjustable chest clasp, soft padded shoulder straps and ventilation in the back area for extra comfort.
Cushioned laptop compartment, for upto 17 inch laptop.
Built-in USB charging port for charging your smartphone on the go. Gill flow technology back panel for airflow & breathability.
RFID blocking pouch inside safely for carrying your passport/ cards safely. Multiple mesh pockets for easy access.
Top pouch for shades or peripherals 4 special compartments for carrying mouse, headset, tablet and other accessories."
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY0MTU4MjY0MTAzMDc1OjE2OTAwNTUyOTM6c3BfbXRmOjMwMDAxNjYxODE5NTUzMjo6MDo6&url=%2FZEBRONICS-TECHSHIELD-X1-Compartment-Polyester%2Fdp%2FB0C6KZ6X2T%2Fref%3Dsr_1_172_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"ZEBRONICS TECHSHIELD X1 15.6"", Volume 32L Liter, 3 Compartment Office and College Bags, Polyester Casual Daypacks, Laptop Backpacks(Navy Blue)","₹1,199",5.0,2,No ASIN,No manufacturer,"ZEBRONICS TECHSHIELD X1 15.6"", Volume 32L Liter, 3 Compartment Office and College Bags, Polyester Casual Daypacks, Laptop Backpacks","It has enough space with 3 large compartments, 2 easy-access pockets in the front, and 2 side pockets for a water bottle.
The bagpack contains 1st large compartment dedicated to tech-safe that can store laptops up to 15.6 inches
The 2nd large compartment for books, clothes, sunglasses, and essentials, etc.,
The 3rd compartment with 2 small pockets for chargers, earphones, or wallets; 2 pen holders; and a zipper compartment for a mobile phone, passport, etc. It has additional 2 Ease Access pockets in front.
It's water-resistant, has a good quality zipper, is lightweight, and has padded adjustable shoulder straps and a trolley support strap for maximum comfort to make your travel journey happier.
› See more product details"
https://www.amazon.in/GoTrippin-Camping-Outdoors-Polyester-Adjustable/dp/B088LHS5LP/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-173,"GoTrippin Waist Bags for Men Women- Premium Stitching, Branded Zippers, Waterproof pocket, RFID safe- Large Fanny pack for Hiking Travel Camping Running Sports Outdoors, Money Belt with Adjustable Strap (Polyester,Black)",₹999,4.5,"2,148", B088LHS5LP, Nomadik Soul Private Limited,No product description,"Spacious with multiple pockets: It is a trendy waist pouch with 4 separate zipper pockets of different size for all your needs;the largest pocket of this side bag can easily hold a small water bottle or a wallet; Other pockets in this belt bag can conceal your money, mobile, coins, glasses, and other tourist accessories
Water resistant RFID material: Made of premium water resistant polyester with RFID security in the front pocket, this waist bag is sturdy and provides protection to your passport and cards; It'll make a great addition for your daily errands and outdoor activities, perfect for walking, running, biking,cycling, hiking, travelling, tour, festivals, fairs, concerts and farmers market etc
International branded zippers: Zippers are a very important component of any chest bag for men and should never be compromised; This money bag uses premium SBS zipper which are used by stylish and global fashion brands
Adjustable strap: The flexible strap, with strong and reliable buckle, ranges from 20.0-46.0 inches(including the bag) and can be adjusted to accommodate a fluffy man or woman or even very skinny men or women; Easily and quickly adjusts to whatever length you need and will remain at your chosen length without loosening; It can be worn on body as chest bag for men, side bags for men, waist pouch for men, hip bag or money bag for men
Waterproof back pocket: The last pocket at the back of this fanny bag for men has waterproof inner lining and waterproof zipper; So no need to worry about keeping essential men's travel accessories like passport, mobile phone, documents and money safe in rain"
https://www.amazon.in/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-174,Gear Eco4 18L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,₹494,4.0,"4,257", B019HA8DQQ, Gear Merchandise PVT LTD,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality.","Outer Material: Polyester, Color: Green and Grey
Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant
Dimensions: 46 cms x 32 cms x 13 cms (LxWxH) , Capacity : 18 Liters
Number of Compartments: 2; Warranty Type: Manufacturer; 1 Year from the date of purchase
Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding"
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-175,"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",₹309,4.1,"9,457",No ASIN,No manufacturer,No product description,"Made of multi-coated 600D polyester Material ; Water Repellent
Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters
Small Size backpack; Laptop Compatibility: No
This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more
With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books
6 months limited warranty
› See more product details"
https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-176,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"₹1,249",4.1,"6,814", B0B3J9J9CK, Bagzone Lifestyle Pvt Ltd,No product description,"Ushawu small satchel has a top zip closure to keep your essentials in place. The bag has a main spacious compartment with a divider zip pocket to provide you enough space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses etc.
Stylish & structured handbag with a compact shape and premium texture.
Features dual round handles, it comes with an adjustable and deatchable sling strap.
A perfect handbag from Lavie which will help you carry with style all your essentials for the day.
It comes in a couple of beautiful shades to fit your preferences and selection."
https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBC51P/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-177,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","₹1,329",4.1,559, B0BSHBC51P, Fur Jaden,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.","Care Instructions: Wipe with Damp Cloth
Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised.
Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe.
Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.
Dimensions: 48 CM (H) x 30CM (W) x 15CM (D). Weight: 450 Grams. Volume: 22L
Warranty: 1 Year Manufacturer Warranty Against Manufacturing Defects."
https://www.amazon.in/AmazonBasics-Ltrs-Large-Duffel-Bag/dp/B01GGNW5AM/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-178,AmazonBasics Nylon 43 Cms Travel Duffle Bag (Red),"₹1,727",4.3,"6,827", B01GGNW5AM, Wanxinda Guangzhou Technology Product Co. Ltd,"AmazonBasics 98 Ltrs Large Duffel Bag, Red","Measures 32.5 x 17 x 11.5 inches/82.5 x 43.2 x 29.2 cm (LxWxH)
Large rectangular-shaped duffel bag with roomy interior (over 6,000+ cubic inches); ideal for travel or storage
Made of 100-percent nylon; lightweight, yet durable; 22.67 Kgs weight capacity; choice of color
Zippered interior pocket and exterior pocket for quick access to smaller items like keys or tickets
Durable zipper closure; top loop handles for easily lifting and carrying; collapsible for simple storing
1 year limited warranty"
https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D21FV/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-179,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag,"₹1,409",4.2,"1,413",No ASIN,No manufacturer,No product description,"MADE IN INDIA : We Made this Elegant Laptop Bag in Our own Factory located in Mumbai. We offer 1 Year Manufacturer Warranty FREE NO-TOUCH DOOR OPENER: This Door Opener Keychain can be used to avoid touching surfaces contactless. Use it on door handles, ATM keypads, elevators, retail checkout payment pads etc<br>; Closure Type: Zipper Snap; Pattern Name: Solid; Age Range Description: Adult<br>; Pattern Name: Solid; Age Range Description: Adult; Closure Type: Zipper Snap<br><br> <br>
Water Resistance Level: Water Resistant; Warranty Description: Cosmus Branded Backpack Comes With One Year Manufacturer Warranty.; Compartment Description: Up To 15 Inches; Strap Type: Adjustable Handle; Style Name: Casual Backpack<br><br> <br>
Special Features: Usb Port; Lining Description: Polyester; Material Type: Polyester <br>
› See more product details"
https://www.amazon.in/SATELLITE-Black-Casual-Backpack-Bagpack/dp/B083DZVFZM/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1690055293&sprefix=ba%2Caps%2C283&sr=8-180,satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,₹516,3.9,363, B083DZVFZM, Double R Bags,No product description,"Product Dimensions (L X W X H): 42 Cm X 32 Cm X 18 Cm. Volume: 33 Liters<br><br>
Backpack Type : Unisex, Official & Casual.<br><br>
Pattern Name: Solid; Lining Description: Polyester; Special Features: Back Padding; Water Resistance Level: Water Resistant; Material Type: Polyester; Compartment Description: Up To 15 Inches; Color Name: Black 1<br>
<br>
<br>"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzY0MTU4MjY0MTAzMDc1OjE2OTAwNTUyOTM6c3BfYnRmOjMwMDAwMzkwNjc0OTUzMjo6MDo6&url=%2FEUME-Shield-Laptop-Backpack-Charging%2Fdp%2FB07GYRCKCZ%2Fref%3Dsr_1_181_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"EUME Shield 21 Liters Anti-Theft 180-degree Opening Compartment for Laptop Backpacks Polyester Fabric College Office, and Mini Travel Bags Fits Up to 15.6-inch Laptop","₹1,999",4.1,130, B07GYRCKCZ, EUME,No product description,"The Eume Shield Bag comes with Anti-theft 180 Degree Opening Single large compartments.
The Eume Shield Bag comes with an anti-theft 180-degree opening, 1 large compartment, and 4 separate pockets for organizing a passport, mobile phone, wallets, and sunglasses. Separate mesh space for organizing wires, chargers, and daily essentials 1 separate zipped pocket for a diary and a power bank 3 credit and debit card holders 2 pen holders 1 inner pocket for a water bottle
It's water-resistant, good quality, non-slip zipper pull cord rope ends lock, and light weight. It has padded adjustable shoulder straps and a trolley support strap for maximum comfort and to make your travel journey happier.
Dimensions of Backpack: 11.8 x 6 x 18.5 inches; Bag Weight: 595 grams; Capacity: 21 liters; Fabric: Polyester
The Eume Shield Backpack comes with a 1-year warranty against manufacturing defects."
